区域,小区名称,户型,面积(㎡),价格(元/月)
朝阳,新街坊,1室1厅,48.01平米,5100
朝阳,西京新天地,3室2厅,140.82平米,12000
朝阳,安华西里三苑,1室1厅,54.72平米,5300
朝阳,观湖国际,2室1厅,127.27平米,18000
朝阳,宝利中央公苑,4室2厅,145.35平米,25000
朝阳,世华泊郡,3室1厅,84.74平米,7900
朝阳,峻峰华亭,3室2厅,180平米,25000
朝阳,朝阳苑,2室2厅,110.15平米,9200
朝阳,懿品阁,2室1厅,83.18平米,9400
朝阳,北苑家苑望春苑,1室1厅,54.72平米,5200
朝阳,北苑家苑绣菊苑,1室1厅,118.4平米,18000
朝阳,劲松五苑,2室1厅,44.84平米,5000
朝阳,金地名京,3室2厅,90.92平米,14000
朝阳,富力城A苑,2室1厅,88.88平米,15000
朝阳,宝星国际二期,2室1厅,80.57平米,10000
朝阳,安慧里三苑,3室1厅,81.18平米,9200
朝阳,翠成馨苑,3室2厅,139.44平米,9400
朝阳,松榆西里,1室1厅,42.37平米,4800
朝阳,明天第一城5号院,3房间1卫,82.15平米,5800
朝阳,珠江帝景,2室1厅,117.82平米,13400
朝阳,万科青青家苑,3室2厅,134.09平米,5800
朝阳,西一时苑,2室1厅,48.33平米,4200
朝阳,润枫水尚,2室2厅,119.52平米,13000
朝阳,富力又一城A苑,2室1厅,95.59平米,5000
朝阳,小营西路1号,2室1厅,72.51平米,7400
朝阳,旭辉奥都,2房间1卫,47.55平米,5400
朝阳,CBD传奇,1室0厅,44.45平米,4400
朝阳,广和西里,2室1厅,51.11平米,7000
朝阳,麦子店街,2室1厅,49.91平米,7400
朝阳,万科青青家苑,3室2厅,149.43平米,7100
朝阳,八里庄北里小苑,2室1厅,55.73平米,5400
朝阳,嘉美风尚中心,2室1厅,88.89平米,13000
朝阳,CBD总部公寓二期,1室0厅,44.24平米,7400
朝阳,明天第一城5号院,3房间1卫,80.74平米,5700
朝阳,首开畅心苑,1室1厅,41.54平米,4000
朝阳,农业部宿舍,1室1厅,43平米,5500
朝阳,潘家苑小苑,2室2厅,49.47平米,5500
朝阳,润泽悦溪,2室1厅,89.11平米,9100
朝阳,富力又一城A苑,2室1厅,87.43平米,5000
朝阳,明天第一城7号院,1房间1卫,33.45平米,4300
朝阳,华严北里小苑,1室1厅,47.44平米,5500
朝阳,双花苑西里,3室1厅,104.35平米,10000
朝阳,世纪村西苑,1室1厅,42.3平米,5400
朝阳,远洋万和城A苑,2室1厅,84.95平米,14000
朝阳,华源冠军城,3室1厅,177.21平米,14000
朝阳,慧忠里,1室0厅,44.19平米,5300
朝阳,三丰里小苑,2室1厅,54.2平米,8400
朝阳,观湖国际,2室1厅,127.27平米,18000
朝阳,珠江帝景,2室1厅,117.82平米,13400
朝阳,万科青青家苑,3室2厅,134.09平米,5800
朝阳,翠成馨苑,3室2厅,139.44平米,9400
朝阳,松榆西里,1室1厅,42.37平米,4800
朝阳,明天第一城5号院,3房间1卫,82.15平米,5800
朝阳,丽水嘉苑,1室1厅,73.94平米,10400
朝阳,嘉润花苑,4室1厅,174.7平米,15000
朝阳,和平街十三苑,1室1厅,41.71平米,5800
朝阳,银领国际,2室2厅,123.35平米,10000
朝阳,10AM新坐标,1室0厅,28.99平米,4000
朝阳,垡头西里二苑,2室1厅,43.82平米,4200
朝阳,金茂府南苑,3房间1卫,114.74平米,20000
朝阳,光辉南里,2室1厅,47.42平米,5800
朝阳,珠江帝景新博悦,1室1厅,48.33平米,8800
朝阳,北沙滩1号院,2室1厅,54.35平米,7000
朝阳,华严北里8号院,2室1厅,81.38平米,7800
朝阳,朝庭公寓,2室1厅,90.08平米,12000
朝阳,亮马水晶,2室1厅,59.44平米,7400
朝阳,明天第一城8号院,1房间1卫,34.91平米,4200
朝阳,小营西路1号,2室1厅,72.51平米,7400
朝阳,远洋新干线,1室1厅,53.4平米,12000
朝阳,燕莎后,2室2厅,112.34平米,12400
朝阳,天创世缘,2室1厅,133.04平米,13400
朝阳,兴隆家苑,2室1厅,74.24平米,7000
朝阳,芍药居甲2号院,2室1厅,104.77平米,9800
朝阳,西京新天地,1室1厅,71.29平米,4800
朝阳,道家苑,4室1厅,79.04平米,11000
朝阳,长安5号,1室0厅,53.14平米,7800
朝阳,高原街,1室1厅,47.51平米,4800
朝阳,星源国际,3室2厅,152.19平米,18000
朝阳,大山子南里,2室1厅,57.07平米,5700
朝阳,沿海赛洛城,2室1厅,101.44平米,9400
朝阳,西亚望京中心,2房间1卫,50.78平米,8400
朝阳,润泽庄苑,7室2厅,312.38平米,31000
朝阳,双花苑南里,2室1厅,49.2平米,7000
朝阳,乐想汇,1房间1卫,48.52平米,4300
朝阳,农光里,2室0厅,43.39平米,5500
朝阳,农光里,2室1厅,40.91平米,7400
朝阳,青年汇佳苑,1室1厅,44.43平米,5800
朝阳,湖光壹号,3室2厅,183平米,28000
朝阳,林奥嘉苑,3室1厅,140平米,12000
朝阳,国美第一城3号院,1室1厅,45.32平米,5200
朝阳,天创世缘,4室2厅,255.78平米,28000
朝阳,万象新天天际高尔夫,3室1厅,131.5平米,12000
朝阳,旺座中心,3室1厅,244.2平米,32000
朝阳,博雅国际,1室1厅,49.45平米,8000
朝阳,西京新天地,2室1厅,91.04平米,7400
朝阳,农光里,1室1厅,41.49平米,4400
朝阳,福怡苑,2室1厅,57.4平米,4900
朝阳,酒仙桥十一街坊,2室1厅,47.71平米,5000
朝阳,国风上观,3室1厅,175.01平米,22000
朝阳,华威西里,2室1厅,57.05平米,5500
朝阳,和谐雅苑,3室1厅,111.75平米,12000
朝阳,团结湖中路北一条,2室1厅,42.92平米,7200
朝阳,周庄嘉苑西里,1室1厅,48.07平米,4000
朝阳,金海国际南苑,3室1厅,185.9平米,15800
朝阳,西土城路1号院,2室1厅,48.04平米,7300
朝阳,团结湖中路北二条,1室1厅,38.45平米,4400
朝阳,苹果派,1室0厅,37.88平米,4000
朝阳,燕归宁馨苑,3室1厅,120.4平米,5000
朝阳,阳光上西,3室2厅,239.41平米,34000
朝阳,嘉铭桐城B苑,3室2厅,170.43平米,15000
朝阳,红玺台,3室1厅,159.04平米,30000
朝阳,宝利中央公苑,2室2厅,119.57平米,17000
朝阳,爱这城二期,3室1厅,131.78平米,14000
朝阳,CBD传奇,1室0厅,48.55平米,5000
朝阳,珠江帝景博悦,3室2厅,150.14平米,17400
朝阳,首城国际D苑,2室1厅,88.82平米,10400
朝阳,珊瑚湾,3室2厅,147.71平米,14400
朝阳,武圣西里,1室1厅,42.35平米,4400
朝阳,龙欣苑小苑,2室2厅,55.71平米,7000
朝阳,后现代城,1室1厅,54.19平米,7400
朝阳,京华豪苑,3室2厅,215.84平米,21000
朝阳,富顿,1室1厅,78.82平米,10000
朝阳,大旸楼,4室2厅,215.24平米,21000
朝阳,温莎大道,4室2厅,334.93平米,44000
朝阳,凯旋城,1室0厅,113.37平米,20000
朝阳,珠江帝景博悦,3室1厅,141平米,17000
朝阳,华严北里9号院,1室1厅,39.74平米,5400
朝阳,华纺易城,2室1厅,85.49平米,9000
朝阳,金茂府西苑,1房间1卫,39.71平米,8000
朝阳,富力城D苑,3室1厅,145.44平米,18000
朝阳,富力城D苑,1室1厅,85.5平米,11800
朝阳,兴隆家苑,2室1厅,92.51平米,8000
朝阳,华严北里小苑,2室1厅,54.28平米,7400
朝阳,首城国际B苑,2室1厅,82.94平米,11400
朝阳,中国铁建国际城,3室2厅,119.25平米,13000
朝阳,旭辉奥都,3房间1卫,88.19平米,7800
朝阳,润枫嘉尚,1房间1卫,39.59平米,4700
朝阳,美利山,2室1厅,103.38平米,7500
朝阳,润泽公馆,3室1厅,144.94平米,14000
朝阳,万象新天罗兰大道,3室2厅,147.94平米,12400
朝阳,石佛营西里小苑,2室1厅,48.99平米,5400
朝阳,宝石花苑,3室2厅,134.04平米,13000
朝阳,石佛营西里小苑,2室1厅,58.92平米,5200
朝阳,CBD传奇,1室1厅,44.81平米,7400
朝阳,华腾苑,3室1厅,139.03平米,14000
朝阳,凤凰城二期,2室1厅,107.1平米,17000
朝阳,大成国际,1室0厅,44.49平米,5000
朝阳,甘露西苑,2室1厅,84.74平米,7400
朝阳,北苑家苑莲葩苑,1室1厅,57.21平米,5000
朝阳,双柳新居,2室1厅,82.13平米,5000
朝阳,兴隆家苑,2室1厅,58.14平米,5200
朝阳,后现代城,1室0厅,45.39平米,5800
朝阳,甜水苑西里,1室1厅,37.72平米,4100
朝阳,农光西里,2室1厅,41.03平米,4400
朝阳,中国铁建花语城,3室1厅,143平米,14000
朝阳,南平里,2室1厅,51.73平米,3900
朝阳,福怡苑,4室1厅,97.05平米,8000
朝阳,观筑庭苑,3房间1卫,99.2平米,7000
朝阳,宝利金泉,1室1厅,77.33平米,9300
朝阳,国美第一城3号院,2室1厅,94.42平米,9000
朝阳,甜水苑西里,2室1厅,47.71平米,7000
朝阳,西京新天地,1室1厅,52.3平米,4000
朝阳,金地名京,2室1厅,75.98平米,14000
朝阳,南湖中苑二苑,2室1厅,87.28平米,9000
朝阳,金隅国际,1室1厅,47.5平米,8000
朝阳,西坝河南里,1室1厅,42.04平米,5400
朝阳,瞰都国际,1室0厅,50.04平米,8200
朝阳,石佛营西里小苑,3室1厅,72.24平米,7400
朝阳,燕莎后,2室2厅,110.33平米,11400
朝阳,惠新里小苑,2室1厅,45.33平米,7300
朝阳,新源街,1室1厅,35.45平米,5200
朝阳,芍药居,2室1厅,95.91平米,11000
朝阳,新荣家苑,3室1厅,140.54平米,15000
朝阳,团结湖北二条,2室1厅,44.49平米,8000
朝阳,安慧北里逸苑,2室1厅,50.4平米,7000
朝阳,金泰先锋北苑,2室2厅,92.37平米,10000
朝阳,天鹅湾南苑,4室2厅,294.48平米,28000
朝阳,黄寺后身35号院,2室1厅,49.89平米,7200
朝阳,天畅苑,2室1厅,130.97平米,11800
朝阳,禧瑞都,1室1厅,109.97平米,19000
朝阳,怡馨苑,2室1厅,94.5平米,10000
朝阳,中广宜景湾,2室1厅,105.74平米,12000
朝阳,峻峰华亭,3室2厅,180平米,25000
朝阳,北苑家苑紫绶苑,3室1厅,93.72平米,8000
朝阳,西坝河南里,2室1厅,51.34平米,5700
朝阳,远洋天地一期,3室2厅,154.37平米,24000
朝阳,公苑1872,4室2厅,219.33平米,33000
朝阳,润枫德尚苑,4室2厅,241平米,30000
朝阳,三里屯SOHO,3室2厅,193.44平米,40000
朝阳,首城国际B苑,2室1厅,88.58平米,11000
朝阳,酒仙公寓,3室2厅,477.42平米,22000
朝阳,远洋万和公馆,3室1厅,210.7平米,40000
朝阳,银谷美泉家苑,3室2厅,144.92平米,13400
朝阳,世方豪庭,4室3厅,345.72平米,40000
朝阳,远洋新干线,1室1厅,144.44平米,30000
朝阳,中国第一商城,3室1厅,191.08平米,20000
朝阳,华威北里,1室1厅,45.7平米,4300
朝阳,世华泊郡,4室2厅,130.95平米,13400
朝阳,苹果派,2室1厅,78.39平米,7000
朝阳,时代国际嘉苑,1室1厅,48.93平米,8000
朝阳,花家地西里三苑,2室1厅,49.05平米,7000
朝阳,新西路,2室1厅,48.12平米,8000
朝阳,国美第一城2号院,3室1厅,124.49平米,11000
朝阳,广渠路,2室1厅,51.51平米,7400
朝阳,劲松三苑,1室1厅,38.52平米,4400
朝阳,金地国际花苑,2室1厅,112.19平米,18400
朝阳,武圣西里,1室1厅,42.71平米,4000
朝阳,北苑家苑望春苑,1室1厅,74.82平米,5800
朝阳,泛海国际樱海苑,4室2厅,254.72平米,39000
朝阳,杰座大厦,3室1厅,117.54平米,15000
朝阳,博泰国际,1室0厅,49.21平米,8800
朝阳,远洋天地一期,3室2厅,134.57平米,14000
朝阳,朝阳门南大街,2室1厅,53.82平米,11000
朝阳,柏林爱乐三期,2室1厅,71.54平米,5500
朝阳,澳洲康都,3室2厅,145.94平米,15000
朝阳,万象新天一苑,2室2厅,142.39平米,8200
朝阳,昆泰嘉瑞中心,2房间1卫,124平米,21000
朝阳,沿海赛洛城,2室1厅,93.55平米,8800
朝阳,阳光100,3室1厅,184.38平米,24000
朝阳,惠新北里2号院,2室1厅,43.59平米,5800
朝阳,管庄西里,3室1厅,94.04平米,5000
朝阳,鲁班大厦,4室1厅,209.79平米,18000
朝阳,西润枫景三期,3室1厅,171.73平米,14000
朝阳,润泽悦溪,2室1厅,88.55平米,8000
朝阳,北苑家苑绣菊苑,2室1厅,82.81平米,5400
朝阳,安华西里二苑,2室1厅,47.38平米,5800
朝阳,农光里,2室1厅,57.15平米,5300
朝阳,弘燕路小苑,2室1厅,54.47平米,5300
朝阳,南平里,1室1厅,49.17平米,4300
朝阳,裕民路1号院,3室1厅,58.55平米,8400
朝阳,金隅凤麟洲,1室1厅,70.9平米,5800
朝阳,亮马名居,3室2厅,192.29平米,32000
朝阳,富力又一城C苑,2室2厅,89.45平米,4800
朝阳,富华家苑,2室1厅,42.35平米,4700
朝阳,天和人家,2室1厅,109.42平米,9400
朝阳,非常生活,2室1厅,82.4平米,8800
朝阳,吉祥里,2室1厅,43.13平米,8000
朝阳,芍药居4号院,1室1厅,42.39平米,5400
朝阳,世纪村西苑,1室1厅,42.3平米,5400
朝阳,西一时苑,2室1厅,48.33平米,4200
朝阳,CBD传奇,1室0厅,44.45平米,4400
朝阳,润枫水尚,2室2厅,119.52平米,13000
朝阳,富力又一城A苑,2室1厅,95.59平米,5000
朝阳,旭辉奥都,2房间1卫,47.55平米,5400
朝阳,广和西里,2室1厅,51.11平米,7000
朝阳,麦子店街,2室1厅,49.91平米,7400
朝阳,北沙滩7号院,2室1厅,58.24平米,7200
朝阳,屯三里,1室1厅,112.32平米,19000
朝阳,惠新西街小苑,2室1厅,54.95平米,7000
朝阳,砖角楼南里,2室1厅,50.71平米,7400
朝阳,安华里四苑,1室1厅,45.05平米,4800
朝阳,望京花苑西苑,2室1厅,83.48平米,8400
朝阳,紫西苑,2室1厅,104.11平米,8500
朝阳,中直4号院,2室1厅,72.22平米,8000
朝阳,天籁轩,1室1厅,71.75平米,5000
朝阳,澳洲康都,1室1厅,52.84平米,8000
朝阳,马道口,1室1厅,35.43平米,4000
朝阳,亚运新新家苑朗月苑一期,4室3厅,421.29平米,44000
朝阳,大山子南里,2室1厅,44.42平米,5000
朝阳,都会华庭,2室2厅,104.11平米,9400
朝阳,旺座中心,1室1厅,114.13平米,14000
朝阳,奥林匹克花苑一期,3室2厅,140.48平米,10000
朝阳,迪阳公寓,3室1厅,193.31平米,24400
朝阳,建工家苑,1室1厅,44.45平米,4300
朝阳,润枫水尚,2室1厅,127.99平米,14400
朝阳,西恒时代一期,2室2厅,95.4平米,12000
朝阳,卡布其诺,3室1厅,101.93平米,13000
朝阳,金地名京,3室1厅,135.98平米,17000
朝阳,西领鉴筑,2室1厅,98.89平米,5800
朝阳,凤凰城二期,1室1厅,79.37平米,14400
朝阳,公苑1872,2室2厅,140.23平米,22000
朝阳,光熙门北里,1室1厅,43.17平米,4400
朝阳,建外SOHO,3室2厅,288.99平米,40000
朝阳,西恒时代三期,3室1厅,104.53平米,12400
朝阳,阳光上西滨河花苑,3室2厅,207平米,24000
朝阳,宝星国际三期,3室2厅,151.32平米,24000
朝阳,天鹅湾北苑,1室2厅,72.58平米,12000
朝阳,西京香颂,3室2厅,131.91平米,14400
朝阳,国风西京二期,1室1厅,81.48平米,10400
朝阳,国美第一城3号院,2室1厅,87.77平米,8400
朝阳,蓝堡国际公寓,2室1厅,99.95平米,14000
朝阳,华馨公寓,3室1厅,173.42平米,15000
朝阳,柳芳南里,2室1厅,48.49平米,8800
朝阳,安贞里,1室1厅,47.57平米,7200
朝阳,中海城香克林,3室1厅,137.37平米,11000
朝阳,西京新天地,1室1厅,54.29平米,4700
朝阳,炫特嘉苑一期,2室1厅,52.02平米,7000
朝阳,天天朝阳,1室0厅,38.12平米,4800
朝阳,后现代城,1室0厅,45.13平米,5400
朝阳,豪威家苑,2室1厅,122.93平米,13000
朝阳,西京新天地,2室1厅,100.13平米,7400
朝阳,广播大院,2室1厅,93.9平米,4400
朝阳,富力城D苑,3室1厅,148.85平米,22000
朝阳,乐成国际,4室2厅,144.13平米,21000
朝阳,合生国际花苑,2室1厅,104.45平米,14400
朝阳,后现代城,1室0厅,42.27平米,5000
朝阳,健翔国际公寓,1室0厅,44.87平米,5300
朝阳,花家地西里一苑,1室1厅,41.47平米,4500
朝阳,小关西里10号院,3室1厅,44.43平米,7000
朝阳,峻峰华亭,3室1厅,153.31平米,30000
朝阳,国美第一城2号院,2室1厅,74.72平米,7400
朝阳,千鹤家苑,4室2厅,293.91平米,40000
朝阳,北苑家苑茉藜苑,1室1厅,54.43平米,5000
朝阳,首城国际A苑,3房间2卫,77.17平米,17000
朝阳,麦子店街,2室1厅,54.18平米,8000
朝阳,富力城B苑,2室1厅,108.44平米,15000
朝阳,富力城D苑,3室2厅,237.07平米,32000
朝阳,双花苑南里二苑,1室1厅,78.3平米,9000
朝阳,农光里,2室2厅,87.93平米,5800
朝阳,朝阳门南大街,1室1厅,38.47平米,7000
朝阳,华威西里,1室1厅,42.28平米,4500
朝阳,西亚望京中心,4房间1卫,84.8平米,11000
朝阳,新源街,2室1厅,44.44平米,7400
朝阳,惠新苑,3室1厅,127.79平米,17400
朝阳,京通苑,1室1厅,71.27平米,4000
朝阳,后现代城,3室1厅,124.4平米,14000
朝阳,燕翔西里,2室1厅,54.47平米,3700
朝阳,远洋万和城C苑,2室2厅,208.43平米,34000
朝阳,润泽悦溪,3室2厅,84.13平米,11000
朝阳,润枫水尚,2室1厅,127.99平米,14400
朝阳,富力城D苑,2室2厅,145.01平米,29000
朝阳,卡布其诺,3室1厅,101.93平米,13000
朝阳,西领鉴筑,2室1厅,98.89平米,5800
朝阳,金地名京,3室1厅,135.98平米,17000
朝阳,世纪西方城,3室2厅,142.17平米,12400
朝阳,世安家苑,2室1厅,87.54平米,9000
朝阳,凯旋城,4室2厅,187.54平米,25000
朝阳,蓝筹名座,2室1厅,124.7平米,15000
朝阳,紫御华府,4室3厅,383.43平米,70000
朝阳,华严北里中科院,2室1厅,50.91平米,7300
朝阳,西方郁金香,2房间1卫,70.57平米,5400
朝阳,阳光上西,2室1厅,170.91平米,25000
朝阳,望京西苑一苑,1室1厅,48.23平米,7400
朝阳,嘉和丽苑,4室2厅,204.32平米,24000
朝阳,垂杨柳北里,2室1厅,53.43平米,5200
朝阳,拂林苑,3室2厅,141.58平米,13000
朝阳,阿曼寓所,2室2厅,99.89平米,8400
朝阳,嘉和丽苑,4室2厅,204.32平米,24000
朝阳,远洋万和城A苑,2室2厅,90.98平米,14000
朝阳,北辰福第一号院,2室1厅,82.41平米,5400
朝阳,劲松七苑,2室1厅,45.92平米,4800
朝阳,星城国际,3室2厅,147.45平米,20000
朝阳,博雅苑,3室1厅,170.73平米,24000
朝阳,安贞西里,2室1厅,47.91平米,7400
朝阳,首城国际A苑,4房间2卫,97.33平米,27000
朝阳,太阳公元,3室2厅,174.1平米,32000
朝阳,晨光家苑,1室1厅,72.1平米,5400
朝阳,京棉新城,2室1厅,79.85平米,8200
朝阳,天鹅湾南苑,3室1厅,149.02平米,21000
朝阳,十里堡北里,2室1厅,48.29平米,5000
朝阳,平乐苑小苑,1室1厅,45.82平米,4000
朝阳,宝利西郡,3室2厅,154.92平米,31000
朝阳,望京新城,3室1厅,95.47平米,9400
朝阳,宝利金泉,2室1厅,93.74平米,11000
朝阳,远洋万和公馆,2室2厅,172.57平米,30000
朝阳,丰和苑,2室2厅,93.4平米,12400
朝阳,八里庄北里小苑,2室1厅,50.42平米,5400
朝阳,海悦名门,1室1厅,78.04平米,14400
朝阳,大山子南里,2室1厅,44.53平米,7000
朝阳,银领国际,2室2厅,110.4平米,9400
朝阳,西湖湾三期,4室2厅,211.78平米,34000
朝阳,酒仙桥一街坊,2室1厅,52.73平米,4800
朝阳,电建南院,2室1厅,59.13平米,4400
朝阳,澳林春天五期,2室1厅,114.03平米,11000
朝阳,大成国际,1室0厅,48.18平米,4900
朝阳,燕华苑,3室1厅,192.13平米,15400
朝阳,美利山,2室1厅,91.81平米,8800
朝阳,光熙家苑一期,2室1厅,107.54平米,12000
朝阳,逸翠苑,3室2厅,150.02平米,15000
朝阳,宝利西郡,3室2厅,158.48平米,30000
朝阳,柏林爱乐二期,2室1厅,81.9平米,7400
朝阳,金隅康惠苑,2室1厅,58.1平米,4400
朝阳,光辉南里,2室1厅,70.41平米,7400
朝阳,芍药居北里,1室1厅,54.33平米,5000
朝阳,松榆里,2室1厅,42.43平米,5200
朝阳,后现代城,2室1厅,78.39平米,8400
朝阳,观巢,3室1厅,199.38平米,28000
朝阳,时间国际,1室1厅,78.13平米,13000
朝阳,农光西里,2室1厅,53.47平米,7000
朝阳,柏林爱乐二期,3室1厅,111.95平米,8400
朝阳,石佛营西里小苑,2室1厅,74.89平米,5400
朝阳,主场,1室1厅,45.23平米,7200
朝阳,明天第一城5号院,3房间1卫,83.54平米,7000
朝阳,珠江罗马嘉苑西苑,3室1厅,138.43平米,14000
朝阳,西京新天地,2室1厅,93.89平米,7000
朝阳,和平街十五苑1号院,1室1厅,47.08平米,5000
朝阳,国奥村,3室2厅,201.18平米,29000
朝阳,国美第一城2号院,2室2厅,89平米,8900
朝阳,宝利金泉,4室1厅,170.79平米,18000
朝阳,UHN国际村,1室1厅,42.58平米,8400
朝阳,炫特嘉苑一期,2室1厅,70.72平米,8400
朝阳,安苑西里三苑,1室1厅,48.22平米,5200
朝阳,世茂工三,1房间1卫,59.47平米,13000
朝阳,尚西阁,1室1厅,54.9平米,4300
朝阳,丽都壹号,2室1厅,102.97平米,12000
朝阳,大成国际,1室0厅,39.47平米,4400
朝阳,金港国际,3室1厅,130.57平米,17400
朝阳,京师苑,3室2厅,125.58平米,13400
朝阳,乐成国际,2室1厅,109.39平米,14000
朝阳,时间国际,2室0厅,125.95平米,27000
朝阳,新源里西,1室1厅,45.3平米,7000
朝阳,利泽西苑,1室1厅,59.05平米,7400
朝阳,方舟苑一期,2室1厅,81.04平米,8400
朝阳,北苑家苑茉藜苑,1室1厅,54.82平米,5000
朝阳,悠乐汇,1房间1卫,54.93平米,8000
朝阳,阿曼寓所,2室1厅,100.17平米,8400
朝阳,石佛营西里小苑,1室1厅,44.89平米,4500
朝阳,SOHO西京公馆,1室1厅,131.53平米,27000
朝阳,和平街十五苑1号院,1室1厅,44.74平米,5300
朝阳,乐想汇,1房间1卫,43.74平米,4200
朝阳,六里屯北里,2室1厅,54.29平米,7400
朝阳,西京新天地,2室2厅,94.29平米,8000
朝阳,芍药居北里,1室1厅,44.55平米,5000
朝阳,CBD传奇,1室1厅,59.43平米,7800
朝阳,酒仙桥十街坊,2室1厅,47.42平米,5200
朝阳,梵谷水郡,2室1厅,89.4平米,8400
朝阳,合生国际花苑,4室1厅,173.55平米,20000
朝阳,中环南路3号院,3室1厅,80.09平米,8000
朝阳,兴隆家苑,2室1厅,97.11平米,8000
朝阳,芍药居北里,2室1厅,90.08平米,8700
朝阳,弘燕路小苑,1室1厅,40.28平米,4100
朝阳,双花苑南里,2室1厅,47.04平米,5400
朝阳,农光里,2室1厅,52.41平米,5200
朝阳,苹果社苑南苑,4室1厅,151平米,18000
朝阳,乐成国际,3室1厅,148.74平米,17000
朝阳,天畅苑,1室0厅,40.02平米,5000
朝阳,天朗苑,3室1厅,153.95平米,20000
朝阳,华贸城,2室1厅,42.85平米,7300
朝阳,朝阳无限,1室0厅,42.74平米,4800
朝阳,润枫德尚苑,3室2厅,181.99平米,24000
朝阳,西方瑞景,1室1厅,83.89平米,10400
朝阳,山水蓝维,2室1厅,95.72平米,9000
朝阳,望京新城,2室1厅,128.79平米,12400
朝阳,首城国际A苑,3房间2卫,97平米,24000
朝阳,安慧里二苑,1室1厅,43.14平米,5400
朝阳,中水金海,3室2厅,135.04平米,13000
朝阳,康静里,2室1厅,48平米,4000
朝阳,苹果派,1室1厅,41.91平米,4400
朝阳,格纳斯,1房间1卫,43.54平米,7500
朝阳,安翔里小苑,2室1厅,74.44平米,8800
朝阳,旭辉奥都,2房间1卫,44.49平米,5400
朝阳,方丹苑,2室1厅,94.57平米,7800
朝阳,首城国际B苑,2室1厅,79.09平米,10200
朝阳,西坝河西里,2室1厅,51.87平米,7300
朝阳,西方瑞景,1室1厅,84.99平米,13000
朝阳,华业玫瑰西方,4室2厅,203.93平米,23000
朝阳,红玺台,3室1厅,159.04平米,30000
朝阳,燕归宁馨苑,3室1厅,120.4平米,5000
朝阳,宝利中央公苑,2室2厅,119.57平米,17000
朝阳,爱这城二期,3室1厅,131.78平米,14000
朝阳,CBD传奇,1室0厅,48.55平米,5000
朝阳,西京新天地,2室1厅,89.04平米,7000
朝阳,新源西里西街,2室1厅,45.31平米,4500
朝阳,苹果派,1室0厅,37.88平米,4000
朝阳,嘉铭桐城B苑,3室2厅,170.43平米,15000
朝阳,阳光上西,3室2厅,239.41平米,34000
朝阳,武圣西里,1室1厅,42.35平米,4400
朝阳,凯旋城,1室0厅,113.37平米,20000
朝阳,珠江帝景博悦,3室1厅,141平米,17000
朝阳,恋日绿岛,1室1厅,44.84平米,3700
朝阳,管庄西里,3室1厅,73.05平米,5300
朝阳,大旸楼,4室2厅,215.24平米,21000
朝阳,温莎大道,4室2厅,334.93平米,44000
朝阳,龙欣苑小苑,2室2厅,55.71平米,7000
朝阳,后现代城,1室1厅,54.19平米,7400
朝阳,京华豪苑,3室2厅,215.84平米,21000
朝阳,富力城D苑,1室1厅,85.5平米,11800
朝阳,华纺易城,2室1厅,85.49平米,9000
朝阳,阳光上西,4室2厅,245.38平米,37000
朝阳,和乔丽致公寓,2室1厅,147.75平米,15000
朝阳,农光里,3室0厅,45.05平米,4800
朝阳,水碓子社苑,3室1厅,49.7平米,8400
朝阳,西土城路9号院,2室1厅,50.89平米,5800
朝阳,康堡花苑,4室1厅,213.95平米,24000
朝阳,名人公寓,7室1厅,379.55平米,34000
朝阳,亚运新新家苑林澜苑,2室1厅,141.91平米,24000
朝阳,中海城南苑,2室1厅,97.4平米,8700
朝阳,紫西苑,3室1厅,198.34平米,19000
朝阳,裕民西里,1室1厅,44.54平米,5000
朝阳,阳光100,2室1厅,109.24平米,13000
朝阳,金隅凤麟洲,4室2厅,239.1平米,30000
朝阳,海润国际,3室2厅,174.43平米,32000
朝阳,蓝色家族,2室1厅,127.01平米,12000
朝阳,五建小苑,3室1厅,74.57平米,8000
朝阳,美伦堡,2室2厅,148.31平米,17000
朝阳,青年汇佳苑,2室1厅,121.54平米,18000
朝阳,福景苑,2室2厅,178.78平米,28000
朝阳,南平里,2室1厅,49.41平米,4400
朝阳,鸿坤花语墅,3室2厅,149.7平米,24000
朝阳,翌景嘉苑,2室1厅,101.29平米,11400
朝阳,阳光100,2室1厅,100.91平米,12000
朝阳,中国第一商城,2室1厅,145.51平米,17000
朝阳,南平里,2室1厅,49.17平米,4000
朝阳,中海紫荆豪庭,2室1厅,119.02平米,14000
朝阳,中海紫荆豪庭,2室1厅,144.13平米,14000
朝阳,泛海国际香海苑,4室2厅,248.05平米,40000
朝阳,西京青年城,4室1厅,191.41平米,13400
朝阳,美景西方,1室0厅,49.35平米,5300
朝阳,驼房营南里,2室2厅,81.17平米,5200
朝阳,皇姑坟小苑,2室1厅,49.95平米,5000
朝阳,优点社苑,2室1厅,81.43平米,5400
朝阳,光熙家苑二期,3室2厅,144.43平米,15000
朝阳,金隅景和苑,3室1厅,90.04平米,5200
朝阳,天鹅湾北苑,1室1厅,38.93平米,9000
朝阳,劲松六苑,3室1厅,75.01平米,7800
朝阳,驼房营南里,2室1厅,84.12平米,5500
朝阳,艺水芳苑,2室1厅,75.25平米,7400
朝阳,领地OFFICE,2室1厅,108.33平米,14000
朝阳,山水文苑三期,2室2厅,118.79平米,14000
